tic,conm_x,Last Price,YTD Ret,1-mth Ret,3-mth Ret,12-mth Ret,BothSP-NASDAQ,SP500,Ticker,gvkey,datadate,fyear,cusip,conm_y,fyr,exchg,cik,fic,addzip,city,gsubind,naics,sic,state,PERMNO,date,NCUSIP,COMNAM,PERMCO,CUSIP 
SVC,Service Properties Trust,4.68,-0.8076,-0.7265,-0.8043,-0.8234,0,0, SVC,61188,20191231,2019,81761L102,SERVICE PROPERTIES TRUST,12,14,945394,USA,2458,Newton,60101030,531120,6798,MA,81917,20191231,81761L10,SERVICE PROPERTIES TRUST,30932,81761L10
SVMK,Svmk Inc,11.69,-0.3458,-0.3231,-0.364,-0.3549,0,0, SVMK,34140,20191231,2019,78489X103,SVMK INC,12,14,1739936,USA,94403,San Mateo,45103010,519130,7370,CA,18097,20191231,78489X10,S V M K INC,56511,78489X10
SVRA,Savara Inc,1.8,-0.5982,-0.2653,-0.5577,-0.7973,0,0, SVRA,31177,20191231,2019,805111101,SAVARA INC,12,14,1160308,USA,78746,Austin,35201010,325412,2834,TX,90101,20191231,80511110,SAVARA INC,45058,80511110
SWAV,Shockwave Medical Inc,29.49,-0.3286,-0.2562,-0.3005,-0.0229,0,0, SWAV,34854,20191231,2019,82489T104,SHOCKWAVE MEDICAL INC,12,14,1642545,USA,95054,Santa Clara,35101010,334510,3845,CA,18456,20191231,82489T10,SHOCKWAVE MEDICAL INC,56679,82489T10
SWK,Stanley Black & Decker Inc,95.27,-0.4252,-0.2909,-0.4299,-0.3231,0,1, SWK,10016,20191231,2019,854502101,STANLEY BLACK & DECKER INC,12,11,93556,USA,6053,New Britain,20106020,333991,3540,CT,43350,20191231,85450210,STANLEY BLACK & DECKER INC,21664,85450210
SWKS,Skyworks Solutions,80.3,-0.3357,-0.194,-0.3232,-0.0593,1,1, SWKS,1327,20190930,2019,83088M102,SKYWORKS SOLUTIONS INC,9,14,4127,USA,92617,Irvine,45301020,334413,3674,CA,45911,20191231,83088M10,SKYWORKS SOLUTIONS INC,20058,83088M10
SWTX,Springworks Therapeutics Inc,25.78,-0.3302,-0.3744,-0.3031,0.1392,0,0, SWTX,35600,20191231,2019,85205L107,SPRINGWORKS THERAPEUTICS INC,12,14,1773427,USA,6902,Stamford,35201010,325414,2836,CT,18961,20191231,85205L10,SPRINGWORKS THERAPEUTICS INC,56894,85205L10
SYBT,Stock Yards Bancorp,26.54,-0.3536,-0.2415,-0.3487,-0.226,0,0, SYBT,22717,20191231,2019,861025104,STOCK YARDS BANCORP INC,12,14,835324,USA,40206,Louisville,40101015,522110,6020,KY,79013,20191231,86102510,STOCK YARDS BANCORP INC,12038,86102510
SYBX,Synlogic Inc,1.6,-0.3798,-0.2627,-0.3522,-0.7964,0,0, SYBX,,,,,,,,,,,,,,,,15787,20191231,87166L10,SYNLOGIC INC,55461,87166L10
SYF,Synchrony Financial,13.25,-0.632,-0.541,-0.6287,-0.5904,0,1, SYF,20686,20191231,2019,87165B103,SYNCHRONY FINANCIAL,12,11,1601712,USA,6902,Stamford,40202010,522210,6141,CT,14776,20191231,87165B10,SYNCHRONY FINANCIAL,54936,87165B10
SYK,Stryker Corp,148.07,-0.2947,-0.2159,-0.2935,-0.24,0,1, SYK,10115,20191231,2019,863667101,STRYKER CORP,12,11,310764,USA,49002,Kalamazoo,35101010,339113,3842,MI,73139,20191231,86366710,STRYKER CORP,4298,86366710
SYKE,Sykes Enterprises,24.1,-0.3485,-0.2132,-0.3444,-0.1559,0,0, SYKE,62732,20191231,2019,871237103,SYKES ENTERPRISES INC,12,14,1010612,USA,33602,Tampa,45102020,518210,7374,FL,83422,20191231,87123710,SYKES ENTERPRISES INC,14572,87123710
SYNA,Synaptics Inc,54.09,-0.1776,-0.2223,-0.2069,0.3795,0,0, SYNA,142814,20190630,2019,87157D109,SYNAPTICS INC,6,14,817720,USA,95131,San Jose,45301020,334413,3674,CA,89290,20191231,87157D10,SYNAPTICS INC,42651,87157D10
SYNH,Syneos Health Inc,34.32,-0.423,-0.4974,-0.4187,-0.3375,0,0, SYNH,22039,20191231,2019,87166B102,SYNEOS HEALTH INC,12,14,1610950,USA,27560-5468,Morrisville,35203010,54171,8731,NC,15071,20191231,87166B10,SYNEOS HEALTH INC,55113,87166B10
SYY,Sysco Corp,39.5,-0.5382,-0.4234,-0.5317,-0.4057,0,1, SYY,10247,20190630,2019,871829107,SYSCO CORP,6,11,96021,USA,77077,Houston,30101020,4244,5140,TX,52038,20191231,87182910,SYSCO CORP,21698,87182910
T,AT&T Inc,27.46,-0.2973,-0.2435,-0.297,-0.1384,0,1, T,9899,20191231,2019,00206R102,AT&T INC,12,11,732717,USA,75202,Dallas,50101020,517312,4812,TX,66093,20191231,00206R10,A T & T INC,21645,00206R10
TAP,Molson Coors Brewing Company,41.01,-0.2391,-0.1868,-0.2317,-0.3147,0,1, TAP,3505,20191231,2019,60871R209,MOLSON COORS BEVERAGE CO,12,11,24545,USA,80202,Denver,30201010,312120,2082,CO,90562,20191231,60871R10,MOLSON COORS BREWING CO,33,60871R10
TBPH,Theravance Bio Ord,22.84,-0.1178,-0.0997,-0.0415,-0.0285,0,0, TBPH,20233,20191231,2019,G8807B106,THERAVANCE BIOPHARMA INC,12,14,1583107,CYM,KY1-1104,George Town,35202010,325414,2836,,14674,20191231,G8807B10,THERAVANCE BIOPHARMA INC,54872,G8807B10
TCBI,Texas Capital Bncsh,22.23,-0.6084,-0.5235,-0.6006,-0.6081,0,0, TCBI,150306,20191231,2019,88224Q107,TEXAS CAPITAL BANCSHARES INC,12,14,1077428,USA,75201,Dallas,40101015,522110,6020,TX,89826,20191231,88224Q10,TEXAS CAPITAL BANCSHARES INC,44292,88224Q10
TCBK,Trico Bancshares,27.21,-0.3333,-0.212,-0.3225,-0.312,0,0, TCBK,28155,20191231,2019,896095106,TRICO BANCSHARES,12,14,356171,USA,95973,Chico,40101015,522110,6020,CA,79116,20191231,89609510,TRICO BANCSHARES,12086,89609510
TCDA,Tricida Inc,21.21,-0.438,-0.3669,-0.4187,-0.4203,0,0, TCDA,33600,20191231,2019,89610F101,TRICIDA INC,12,14,1595585,USA,94080,South San Francisco,35202010,325412,2834,CA,17900,20191231,89610F10,TRICIDA INC,56423,89610F10
TCF,TCF Financial Corp,20.93,-0.5528,-0.4245,-0.5491,-0.5098,0,0, TCF,15363,20191231,2019,872307103,TCF FINANCIAL CORP,12,14,19612,USA,48226,Detroit,40101015,522110,6020,MI,11992,20191231,87230710,T C F FINANCIAL CORP NEW,9882,87230710
TCMD,Tactile Systems Technology Inc,35.83,-0.4693,-0.2814,-0.4659,-0.3304,0,0, TCMD,26847,20191231,2019,87357P100,TACTILE SYSTEMS TECHNOLOGY,12,14,1027838,USA,55416,Minneapolis,35101010,334510,3845,MN,16186,20191231,87357P10,TACTILE SYSTEMS TECHNOLOGY INC,55625,87357P10
TCOM,Trip.com Group Ltd,22.01,-0.3438,-0.2649,-0.3917,-0.5123,0,0, TCOM,,,,,,,,,,,,,,,,89927,20191231,89677Q10,TRIP COM GROUP LTD,44683,89677Q10
TCRR,Tcr2 Therapeutics Inc,7.01,-0.5091,-0.4139,-0.4894,-0.5898,0,0, TCRR,34600,20191231,2019,87808K106,TCR2 THERAPEUTICS INC,12,14,1750019,USA,2142,Cambridge,35201010,325414,2836,MA,18415,20191231,87808K10,T C R 2 THERAPEUTICS INC,56658,87808K10
TCX,Tucows Inc Cl A,47.54,-0.2305,-0.0826,-0.2285,-0.4119,0,0, TCX,62723,20191231,2019,898697206,TUCOWS INC,12,14,909494,USA,M6K 3M1,Toronto,45102030,519130,7370,ON,83382,20191231,89869720,TUCOWS INC,14568,89869720
TDG,Transdigm Group Inc,270.31,-0.5173,-0.5148,-0.5322,-0.4193,0,1, TDG,148349,20190930,2019,893641100,TRANSDIGM GROUP INC,9,11,1260221,USA,44114,Cleveland,20101010,336413,3728,OH,91152,20191231,89364110,TRANSDIGM GROUP INC,50481,89364110
TEAM,Atlassian Cls A Ord,129.96,0.0799,-0.1082,0.0562,0.1266,0,0, TEAM,26494,20190630,2019,G06242104,ATLASSIAN CORP PLC,6,14,1650372,GBR,2000,Sydney,45103010,519130,7370,,15909,20191231,G0624210,ATLASSIAN CORP PLC,55509,G0624210
TECD,Tech Data Cp,132.78,-0.0753,-0.0683,-0.0757,0.2473,0,0, TECD,12171,20190131,2018,878237106,TECH DATA CORP,1,14,790703,USA,33760,Clearwater,45203030,423430,5045,FL,10182,20191231,87823710,TECH DATA CORP,8125,87823710
TECH,Bio-Techne Cp,186.39,-0.1509,-0.0361,-0.1398,-0.0768,0,0, TECH,15414,20190630,2019,09073M104,BIO-TECHNE CORP,6,14,842023,USA,55413,Minneapolis,35203010,325414,2836,MN,75694,20191231,09073M10,BIO TECHNE CORP,10107,09073M10
TEL,Te Connectivity Ltd,58.69,-0.3876,-0.2929,-0.3846,-0.3153,0,1, TEL,177267,20190930,2019,H84989104,TE CONNECTIVITY LTD,9,11,1385157,CHE,8200,Schaffhausen,45203020,334417,3678,,92157,20191231,H8498910,T E CONNECTIVITY LTD,52418,H8498910
TELL,Tellurian Inc,1.2,-0.8352,-0.2357,-0.8383,-0.8902,0,0, TELL,30241,20191231,2019,87968A104,TELLURIAN INC,12,14,61398,USA,77002,Houston,10102020,211120,1311,TX,89790,20191231,87968A10,TELLURIAN INC,3021,87968A10
TENB,Tenable Holdings Inc,20.03,-0.164,-0.1723,-0.1887,-0.3756,0,0, TENB,33759,20191231,2019,88025T102,TENABLE HOLDINGS INC,12,14,1660280,USA,21046,Columbia,45103020,519130,7370,MD,17944,20191231,88025T10,TENABLE HOLDINGS INC,56441,88025T10
TER,Teradyne Inc,52.86,-0.2248,-0.0959,-0.2253,0.2124,0,0, TER,10453,20191231,2019,880770102,TERADYNE INC,12,14,97210,USA,1864,North Reading,45301010,334515,3825,MA,51369,20191231,88077010,TERADYNE INC,21731,88077010
TERP,Terraform Power Inc,14.71,-0.0442,-0.2645,-0.0482,0.044,0,0, TERP,20739,20191231,2019,88104R209,TERRAFORM POWER INC,12,14,1599947,USA,10281,New York,55105020,221114,4911,NY,14831,20191231,88104R20,TERRAFORM POWER INC,54975,88104R20
TEUM,Pareteum Corp,0.3874,-0.1141,-0.3554,-0.1532,-0.9208,0,0, TEUM,,,,,,,,,,,,,,,,13121,20191231,69946T20,PARETEUM CORP,53939,69946T20
TFC,Truist Financial Corp.,27.21,-0.5169,-0.4197,-0.5158,-0.4379,0,1, TFC,11856,20191231,2019,89832Q109,TRUIST FINANCIAL CORP,12,11,92230,USA,28202,Charlotte,40101015,522110,6020,NC,71563,20191231,89832Q10,TRUIST FINANCIAL CORP,4163,89832Q10
TFSL,Tfs Financial Corp,12.76,-0.3516,-0.4136,-0.3526,-0.2186,0,0, TFSL,176766,20190930,2019,87240R107,TFS FINANCIAL CORP,9,14,1381668,USA,44105,Cleveland,40102010,522120,6035,OH,91968,20191231,87240R10,TFS FINANCIAL CORP,52142,87240R10
TFX,Teleflex Inc,294.37,-0.218,-0.1268,-0.2142,-0.0263,0,1, TFX,10407,20191231,2019,879369106,TELEFLEX INC,12,11,96943,USA,19087-1603,Wayne,35101010,339112,3841,PA,44329,20191231,87936910,TELEFLEX INC,21723,87936910
TGT,Target Corp,92.57,-0.278,-0.1254,-0.258,0.1672,0,1, TGT,3813,20190131,2018,8.76E+110,TARGET CORP,1,11,27419,USA,55403,Minneapolis,25503020,452319,5331,MN,49154,20191231,8.76E+14,TARGET CORP,20561,8.76E+14
TGTX,Tg Therapeuticscmn,8.95,-0.1937,-0.338,-0.1736,0.0757,0,0, TGTX,61711,20191231,2019,88322Q108,TG THERAPEUTICS INC,12,14,1001316,USA,10014,New York,35201010,325412,2834,NY,82670,20191231,88322Q10,T G THERAPEUTICS INC,14232,88322Q10
THFF,First Finl Corp [In],31.21,-0.3174,-0.2307,-0.3098,-0.2613,0,0, THFF,18276,20191231,2019,320218100,FIRST FINANCIAL CORP/IN,12,14,714562,USA,47807,Terre Haute,40101015,522110,6020,IN,77379,20191231,32021810,FIRST FINANCIAL CORP IN,11371,32021810
THRM,Gentherm Inc,28.65,-0.3546,-0.3116,-0.3746,-0.2663,0,0, THRM,28408,20191231,2019,37253A103,GENTHERM INC,12,14,903129,USA,48167,Northville,25101010,336390,3714,MI,79248,20191231,37253A10,GENTHERM INC,12194,37253A10
TIF,Tiffany & Company,128.28,-0.0402,-0.0381,-0.041,0.2,0,1, TIF,13646,20190131,2018,886547108,TIFFANY & CO,1,11,98246,USA,10022,New York,25504040,448310,5944,NY,75100,20191231,88654710,TIFFANY & CO NEW,21753,88654710
TIGO,Millicom International Cellular S.A.,27.81,-0.4234,-0.3832,-0.4206,-0.5491,0,0, TIGO,30024,20191231,2019,L6388F110,MILLICOM INTL CELLULAR SA,12,14,912958,LUX,1249,Luxembourg City,50102010,517312,4812,,79996,20191231,L6388F11,MILLICOM INTL CELLULAR SA,12746,L6388F11
TILE,Interface Inc,6.74,-0.5937,-0.5273,-0.5893,-0.5674,0,0, TILE,6034,20191231,2019,458665304,INTERFACE INC,12,14,715787,USA,30309,Atlanta,20201060,314110,2273,GA,44768,20191231,45866530,INTERFACE INC,5925,45866530
TIVO,Tivo Corp,6.23,-0.2653,-0.166,-0.2448,-0.3243,0,0, TIVO,64480,20191231,2019,88870P106,TIVO CORP,12,14,1675820,USA,95002,San Jose,45103020,519130,7370,CA,84624,20191231,88870P10,TIVO CORP,15384,88870P10
TJX,TJX Companies,40.96,-0.3292,-0.3242,-0.3312,-0.2296,0,1, TJX,11672,20190131,2018,872540109,TJX COS INC (THE),1,11,109198,USA,1701,Framingham,25504010,448140,5651,MA,40539,20191231,87254010,T J X COMPANIES INC NEW,21949,87254010
TLND,Talend S.A.,19.09,-0.5119,-0.4553,-0.5364,-0.6233,0,0, TLND,27636,20191231,2019,874224207,TALEND SA  -ADR,12,14,1668105,FRA,92150,Suresnes,45103020,519130,7370,,16187,20191231,87422420,TALEND SA,55626,87422420
TLRY,Tilray Inc,5.54,-0.6766,-0.5745,-0.654,-0.9126,0,0, TLRY,33703,20191231,2019,88688T100,TILRAY INC,12,14,1731348,USA,V9X IJ2,Nanaimo,35202010,325412,2834,BC,17977,20191231,88688T10,TILRAY INC,56465,88688T10
TMO,Thermo Fisher Scientific Inc,282.21,-0.1313,-0.0907,-0.1258,0.0197,0,1, TMO,10530,20191231,2019,883556102,THERMO FISHER SCIENTIFIC INC,12,11,97745,USA,2451,Waltham,35203010,334516,3826,MA,62092,20191231,88355610,THERMO FISHER SCIENTIFIC INC,4557,88355610
TMUS,T-Mobile US,81.98,0.0454,-0.0827,0.0487,0.1881,1,1, TMUS,17874,20191231,2019,872590104,T-MOBILE US INC,12,14,1283699,USA,98006-1350,Bellevue,50102010,517312,4812,WA,91937,20191231,87259010,T MOBILE U S INC,52120,87259010
TNDM,Tandem Diabetes Care,61.35,0.0292,-0.2101,0.0337,-0.0097,0,0, TNDM,18899,20191231,2019,875372203,TANDEM DIABETES CARE INC,12,14,1438133,USA,92121,San Diego,35101010,334510,3845,CA,14325,20191231,87537220,TANDEM DIABETES CARE INC,54662,87537220
TOCA,Tocagen Inc,0.95,0.7817,-0.4277,0.7714,-0.9125,0,0, TOCA,30830,20191231,2019,888846102,TOCAGEN INC,12,14,1419041,USA,92121,San Diego,35201010,325414,2836,CA,16681,20191231,88884610,TOCAGEN INC,55921,88884610
TORC,Restorbio Inc,1.03,-0.3087,-0.2797,-0.2945,-0.8516,0,0, TORC,32899,20191231,2019,76133L103,RESTORBIO INC,12,14,1720580,USA,2116,Boston,35202010,325414,2836,MA,17272,20191231,76133L10,RESTORBIO INC,56239,76133L10
TOWN,Towne Bank,16.97,-0.39,-0.2864,-0.3854,-0.325,0,0, TOWN,120318,20191231,2019,89214P109,TOWNEBANK,12,14,,USA,23703,Portsmouth,40101015,522110,6020,VA,92318,20191231,89214P10,TOWNEBANK,52785,89214P10
TPIC,Tpi Composites Inc,13.31,-0.2809,-0.4278,-0.2905,-0.5285,0,0, TPIC,27574,20191231,2019,87266J104,TPI COMPOSITES INC,12,14,1455684,USA,85253,Scottsdale,20104020,333611,3510,AZ,16188,20191231,87266J10,T P I COMPOSITES INC,55627,87266J10
TPR,Tapestry Inc,11.09,-0.5888,-0.5253,-0.588,-0.6728,0,1, TPR,140541,20190630,2019,876030107,TAPESTRY INC,6,11,1116132,USA,10001,New York,25203010,316992,3100,NY,88661,20191231,87603010,TAPESTRY INC,40143,87603010
TPTX,Turning Point Therapeutics Inc,41.14,-0.3395,-0.166,-0.3307,0.4235,0,0, TPTX,,,,,,,,,,,,,,,,18567,20191231,90041T10,TURNING POINT THERAPEUTICS INC,56712,90041T10
TREE,Lendingtree Inc,137.12,-0.5481,-0.4838,-0.5507,-0.6191,0,0, TREE,180423,20191231,2019,52603B107,LENDINGTREE INC,12,14,1434621,USA,28277,Charlotte,40202010,522310,6163,NC,92775,20191231,52603B10,LENDINGTREE INC,53077,52603B10
TRHC,Tabula Rasa Healthcare Inc,48.63,-0.001,-0.0653,0.034,-0.1476,0,0, TRHC,26788,20191231,2019,873379101,TABULA RASA HEALTHCARE INC,12,14,1651561,USA,8057,Moorestown,35103010,519130,7370,NJ,16308,20191231,87337910,TABULA RASA HEALTHCARE INC,55700,87337910
TRIP,Tripadvisor Inc,15.7,-0.4832,-0.3305,-0.4795,-0.7067,0,0, TRIP,199356,20191231,2019,896945201,TRIPADVISOR INC,12,14,1526520,USA,2494,Needham,50203010,519130,7370,MA,13168,20191231,89694520,TRIPADVISOR INC,53964,89694520
TRMB,Trimble Navigation,28.46,-0.3173,-0.2847,-0.3144,-0.3033,0,0, TRMB,22815,20191231,2019,896239100,TRIMBLE INC,12,14,864749,USA,94085,Sunnyvale,45203010,334519,3829,CA,76230,20191231,89623910,TRIMBLE INC,10691,89623910
TRMK,Trustmark Corp,22.1,-0.3596,-0.1866,-0.3534,-0.3566,0,0, TRMK,4685,20191231,2019,898402102,TRUSTMARK CORP,12,14,36146,USA,39201,Jackson,40101015,522110,6020,MS,35263,20191231,89840210,TRUSTMARK CORP,1658,89840210
TROW,T Rowe Price Group,95.19,-0.2187,-0.2292,-0.237,-0.0785,1,1, TROW,12138,20191231,2019,74144T108,PRICE (T. ROWE) GROUP,12,14,1113169,USA,21202,Baltimore,40203010,523930,6282,MD,10138,20191231,74144T10,T ROWE PRICE GROUP INC,8087,74144T10
TRS,Trimas Corp,22.4,-0.2869,-0.1607,-0.2947,-0.2902,0,0, TRS,15252,20191231,2019,896215209,TRIMAS CORP,12,14,842633,USA,48304,Bloomfield Hills,20106020,332119,3460,MI,92029,20191231,89621520,TRIMAS CORP,10110,89621520
TRST,Trustco Bank Corp NY,4.92,-0.4325,-0.3138,-0.4387,-0.3684,0,0, TRST,17245,20191231,2019,898349105,TRUSTCO BANK CORP/NY,12,14,357301,USA,12302,Glenville,40102010,522120,6035,NY,77519,20191231,89834910,TRUSTCO BANK CORP NY,5926,89834910
TRUP,Trupanion Inc,24.5,-0.346,-0.2227,-0.321,-0.2594,0,0, TRUP,20935,20191231,2019,898202106,TRUPANION INC,12,14,1371285,USA,98108,Seattle,40301020,524114,6324,WA,14782,20191231,89820210,TRUPANION INC,54940,89820210
TRV,The Travelers Companies Inc,93.89,-0.3144,-0.2507,-0.3148,-0.3127,0,1, TRV,62689,20191231,2019,8.94E+113,TRAVELERS COS INC,12,11,86312,USA,10017,New York,40301040,524126,6331,NY,59459,20191231,8.94E+14,TRAVELERS COMPANIES INC,4293,8.94E+14
TSCO,Tractor Supply Company,79.5,-0.1492,-0.1464,-0.1355,-0.1894,1,1, TSCO,29736,20191231,2019,892356106,TRACTOR SUPPLY CO,12,14,916365,USA,37027,Brentwood,25504040,453998,5200,TN,80286,20191231,89235610,TRACTOR SUPPLY CO NEW,12863,89235610
TSEM,Tower Semiconductor,15.48,-0.3566,-0.2062,-0.3574,-0.1333,0,0, TSEM,31255,20191231,2019,M87915274,TOWER SEMICONDUCTOR LTD,12,14,928876,ISR,2310502,Migdal Haemek,45301020,334413,3674,,81013,20191231,M8791527,TOWER SEMICONDUCTOR LTD,13400,M8791527
TSLA,Tesla Inc,480.01,0.1474,-0.3561,0.0835,0.6449,0,0, TSLA,184996,20191231,2019,88160R101,TESLA INC,12,14,1318605,USA,94304,Palo Alto,25102010,336111,3711,CA,93436,20191231,88160R10,TESLA INC,53453,88160R10
TSN,Tyson Foods,53.82,-0.4088,-0.2143,-0.4058,-0.2192,0,1, TSN,10793,20190930,2019,902494103,TYSON FOODS INC  -CL A,9,11,100493,USA,72762,Springdale,30202030,311611,2011,AR,77730,20191231,90249410,TYSON FOODS INC,4620,90249410
TT,Trane Technologies Plc,80.03,-0.3979,-0.2454,-0.3989,-0.2771,0,1, TT,5959,20191231,2019,G8994E103,TRANE TECHNOLOGIES PLC,12,11,1466258,IRL,,Swords,20102010,333415,3585,,,,,,,
TTD,Trade Desk Inc,160.39,-0.3826,-0.4224,-0.4101,-0.226,0,0, TTD,27885,20191231,2019,88339J105,TRADE DESK INC,12,14,1671933,USA,93001,Ventura,45103010,519130,7370,CA,16309,20191231,88339J10,THE TRADE DESK INC,55701,88339J10
TTEC,Teletech Hlds,33.14,-0.1636,-0.1417,-0.1686,-0.099,0,0, TTEC,63417,20191231,2019,89854H102,TTEC HOLDINGS INC,12,14,1013880,USA,80112,Englewood,45102020,561499,7389,CO,83916,20191231,89854H10,T T E C HOLDINGS INC,14863,89854H10
TTEK,Tetra Tech Inc,71.9,-0.1655,-0.1432,-0.1739,0.1991,0,0, TTEK,24783,20190930,2019,88162G103,TETRA TECH INC,9,14,831641,USA,91107,Pasadena,20201050,541620,8711,CA,77191,20191231,88162G10,TETRA TECH INC,4589,88162G10
TTMI,TTM Technologies,9.27,-0.3841,-0.2926,-0.3774,-0.2439,0,0, TTMI,139804,20191231,2019,87305R109,TTM TECHNOLOGIES INC,12,14,1116942,USA,92707,Santa Ana,45203020,334412,3672,CA,88648,20191231,87305R10,TTM TECHNOLOGIES INC,39177,87305R10
TTOO,T2 Biosystems CS,0.5055,-0.5679,-0.2223,-0.589,-0.8092,0,0, TTOO,21033,20191231,2019,89853L104,T2 BIOSYSTEMS INC,12,14,1492674,USA,2421,Lexington,35201010,325413,2835,MA,14879,20191231,89853L10,T2 BIOSYSTEMS INC,54998,89853L10
TTPH,Tetraphase Pharmaceu,0.99,-0.6477,-0.3926,-0.6538,-0.9598,0,0, TTPH,17350,20191231,2019,88165N204,TETRAPHASE PHARMACEUTICALS,12,14,1373707,USA,2472,Watertown,35202010,325414,2836,MA,13829,20191231,88165N20,TETRAPHASE PHARMACEUTICALS INC,54356,88165N20
TTWO,Take-Two Interacti,118.49,-0.0322,0.0654,-0.0304,0.2102,1,1, TTWO,64630,20190331,2018,874054109,TAKE-TWO INTERACTIVE SFTWR,3,14,946581,USA,10036,New York,50202020,511210,7372,NY,84761,20191231,87405410,TAKE TWO INTERACTIVE SOFTWR INC,15436,87405410
TW,Tradeweb Markets Inc,45.44,-0.0196,-0.1235,-0.0264,0.2689,0,0, TW,34919,20191231,2019,892672106,TRADEWEB MARKETS INC,12,14,1758730,USA,10036,New York,40203040,519,7370,NY,18480,20191231,89267210,TRADEWEB MARKETS INC,56687,89267210
TWNK,Hostess Brands Inc,10.7,-0.2638,-0.163,-0.2493,-0.1656,0,0, TWNK,25424,20191231,2019,44109J106,HOSTESS BRANDS INC,12,14,1644406,USA,66215,Lenexa,30202030,311812,2050,KS,15785,20191231,44109J10,HOSTESS BRANDS INC,55394,44109J10
TWST,Twist Bioscience Corp,30.04,0.4305,-0.078,0.438,0.1501,0,0, TWST,34241,20190930,2019,90184D100,TWIST BIOSCIENCE CORP,9,14,1581280,USA,94080,South San Francisco,35201010,325414,2836,CA,18214,20191231,90184D10,TWIST BIOSCIENCE CORP,56573,90184D10
TWTR,Twitter Inc,23.09,-0.2796,-0.339,-0.2674,-0.3284,0,1, TWTR,18872,20191231,2019,90184L102,TWITTER INC,12,11,1418091,USA,94103,San Francisco,50203010,519130,7370,CA,14295,20191231,90184L10,TWITTER INC,54638,90184L10
TXG,10X Genomics Inc,58.69,-0.2303,-0.2373,-0.2233,0.1126,0,0, TXG,35640,20191231,2019,88025U109,10X GENOMICS INC,12,14,1770787,USA,94588,Pleasanton,35203010,325413,2835,CA,18908,20191231,88025U10,10X GENOMICS INC,56873,88025U10
TXMD,Therapeuticsmd Inc,0.9196,-0.62,-0.4358,-0.6019,-0.8127,0,0, TXMD,183322,20191231,2019,88338N107,THERAPEUTICSMD INC,12,14,25743,USA,33431,Boca Raton,35202010,325412,2834,FL,13863,20191231,88338N10,THERAPEUTICSMD INC,54369,88338N10
TXN,Texas Instruments,99.98,-0.2207,-0.1215,-0.218,-0.1133,1,1, TXN,10499,20191231,2019,882508104,TEXAS INSTRUMENTS INC,12,14,97476,USA,75243,Dallas,45301020,334413,3674,TX,15579,20191231,88250810,TEXAS INSTRUMENTS INC,21737,88250810
TXRH,Texas Roadhouse Inc,35.26,-0.3739,-0.3829,-0.3711,-0.4323,0,0, TXRH,160376,20191231,2019,882681109,TEXAS ROADHOUSE INC,12,14,1289460,USA,40205,Louisville,25301040,722511,5812,KY,90427,20191231,88268110,TEXAS ROADHOUSE INC,45732,88268110
TXT,Textron Inc,24.85,-0.4428,-0.3864,-0.4446,-0.5076,0,1, TXT,10519,20191231,2019,883203101,TEXTRON INC,12,11,217346,USA,2903,Providence,20101010,336411,3721,RI,23579,20191231,88320310,TEXTRON INC,21743,88320310
UA,Under Armour Inc Cl C,7.48,-0.61,-0.3869,-0.6118,-0.6092,0,1, UA,,,,,,,,,,,,,,,,15980,20191231,90431120,UNDER ARMOUR INC,48779,90431120
UAA,Under Armour,8.22,-0.6194,-0.3956,-0.6238,-0.6157,0,1, UAA,165052,20191231,2019,904311107,UNDER ARMOUR INC,12,11,1336917,USA,21230,Baltimore,25203010,315,2300,MD,90979,20191231,90431110,UNDER ARMOUR INC,48779,90431110
UAL,United Continental Holdings,22.89,-0.7402,-0.6074,-0.7396,-0.7282,1,1, UAL,10795,20191231,2019,910047109,UNITED AIRLINES HOLDINGS INC,12,14,100517,USA,60606,Chicago,20302010,481111,4512,IL,91103,20191231,91004710,UNITED AIRLINES HOLDINGS INC,21793,91004710
UBSI,United Bkshs Inc,21.96,-0.432,-0.2656,-0.4248,-0.4052,0,0, UBSI,17248,20191231,2019,909907107,UNITED BANKSHARES INC/WV,12,14,729986,USA,25301,Charleston,40101015,522110,6020,WV,11369,20191231,90990710,UNITED BANKSHARES INC,9213,90990710
UBX,Unity Biotechnology Inc,5.51,-0.2358,-0.0516,-0.2239,-0.3502,0,0, UBX,33317,20191231,2019,91381U101,UNTY BIOTCHNLGY INC,12,14,1463361,USA,94005,Brisbane,35201010,325414,2836,CA,17825,20191231,91381U10,UNITY BIOTECHNOLOGY INC,56381,91381U10
UCBI,United Comm Banks,17.48,-0.4339,-0.3105,-0.433,-0.3243,0,0, UCBI,64794,20191231,2019,90984P303,UNITED COMMUNITY BANKS INC,12,14,857855,USA,30512,Blairsville,40101015,522110,6020,GA,89323,20191231,90984P30,UNITED COMMUNITY BANKS INC GA,42912,90984P30
UDR,United Dominion Realty Trust,31.62,-0.3229,-0.3325,-0.3199,-0.3092,0,1, UDR,10894,20191231,2019,902653104,UDR INC,12,11,74208,USA,80129,Highlands Ranch,60101060,531110,6798,CO,59300,20191231,90265310,U D R INC,3334,90265310
